date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:54:53	68904/68904	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jun%202016%2000:54:49%20GMT	http://www.livebroker.com.au/Calculator/Stamp-Duty	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Calculator/Stamp-Duty.html	(from http://www.livebroker.com.au/)
10:54:56	19631/19631	---M--	200	added ('OK')	image/png	etag:%22ffe52df05d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/fb_icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/fb_icon.png	(from http://www.livebroker.com.au/)
10:54:58	19682/19682	---M--	200	added ('OK')	image/png	etag:%223caf5cf15d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/google-_icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/google-_icon.png	(from http://www.livebroker.com.au/)
10:54:58	69025/69025	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jun%202016%2000:54:56%20GMT	http://www.livebroker.com.au/Conditions-and-Privacy	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Conditions-and-Privacy.html	(from http://www.livebroker.com.au/)
10:54:58	30124/30124	---M--	200	added ('OK')	image/png	etag:%2276dc69f55d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/LB-footerlogo.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/LB-footerlogo.png	(from http://www.livebroker.com.au/)
10:54:59	73260/73260	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jun%202016%2000:54:58%20GMT	http://www.livebroker.com.au/Privacy-Policy	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Privacy-Policy.html	(from http://www.livebroker.com.au/)
10:55:03	25943/25943	---M--	200	added ('OK')	image/png	etag:%2254bfb1f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/email-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/email-icon.png	(from http://www.livebroker.com.au/)
10:55:04	29724/29724	---M--	200	added ('OK')	image/png	etag:%22f0d2bd25e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/MFAA_full-member.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/MFAA_full-member.png	(from http://www.livebroker.com.au/)
10:55:04	25918/25918	---M--	200	added ('OK')	image/png	etag:%22e1b771f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/phone-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/phone-icon.png	(from http://www.livebroker.com.au/)
10:55:04	4779/4779	---M--	200	added ('OK')	image/gif	etag:%22399da9195e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/spinner.gif	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/spinner.gif	(from http://www.livebroker.com.au/)
10:55:10	38452/38452	---M--	200	added ('OK')	image/png	etag:%2221d21e1f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/firstHome-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/firstHome-icon.png	(from http://www.livebroker.com.au/)
10:55:11	40535/40535	---M--	200	added ('OK')	image/png	etag:%221858a41f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/refinancing-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/refinancing-icon.png	(from http://www.livebroker.com.au/)
10:55:11	43668/43668	---M--	200	added ('OK')	image/png	etag:%22971e6b1f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/nextHome-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/nextHome-icon.png	(from http://www.livebroker.com.au/)
10:55:12	367/367	---M--	302	error ('Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:11%20GMT	http://www.livebroker.com.au/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http://www.ecma-international.org/ecma-262/5.1/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http_/www.ecma-international.org/ecma-262/5.1/index.html	(from http://www.livebroker.com.au/CMSPages/GetResource.ashx?scriptfile=~/CMSScripts/Custom/Shared/google-libphonenumber.js)
10:55:12	7309/7309	---M--	200	added ('OK')	application/javascript	etag:%22872cc13f5ff9cf1:0%22	http://www.livebroker.com.au/CMSScripts/Custom/Shared/jquery.tmpl.min.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSScripts/Custom/Shared/jquery.tmpl.min.js	(from http://www.livebroker.com.au/CMSPages/GetResource.ashx?scriptfile=~/CMSScripts/Custom/Shared/script_cpa_totalCheck_async.js)
10:55:13	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:12%20GMT	http://www.livebroker.com.au/POST	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/POST.52.delayed	(from http://www.livebroker.com.au/WebResource.axd?d=1zNsF2nMau0dpP2DA0PDf_l9XmW-ZIYKTnFJy1AMU5S3w5xdB2OBti4ukNDyGoNVM638XNfRmuZ2afATK7KnxgVCvChUAWFHAKGeZsp1WGk1&t=635793387671809273)
10:55:13	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:12%20GMT	http://www.livebroker.com.au/Firefox/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Firefox/index.html	(from http://www.livebroker.com.au/ScriptResource.axd?d=wNrmboylj47vhtAdrJzoFfsq50kp3SpUh1o7e4FpZeYyPz3515bBSpZ_AKMkr49X53HNP3LtVlcoX_M1wpY5zs2y5f89pfsjhlaPXdYgD0t9u1X1QXjWbMh12dw52zFw0&t=7c776dc1)
10:55:13	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:12%20GMT	http://www.livebroker.com.au/MicrosoftAjaxWebForms.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/MicrosoftAjaxWebForms.53.delayed	(from http://www.livebroker.com.au/ScriptResource.axd?d=9q0YR4AJJWZtucfMC0pLashWUIocJ2LLTWUAz3uGKTIlqSTIguLU-1Nn-FlqKd8LJQpB7MseRDcecuqWgUJiGJk2IHZpcXJYmRSy8UCPZyh_VBTOLjZ990Gdly2pVUkqGWu1Y6Qnlq_NWEyf4B7rtQ2&t=7c776dc1)
10:55:13	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:12%20GMT	http://www.livebroker.com.au/AppleWebKit/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/AppleWebKit/index-2.html	(from http://www.livebroker.com.au/ScriptResource.axd?d=wNrmboylj47vhtAdrJzoFfsq50kp3SpUh1o7e4FpZeYyPz3515bBSpZ_AKMkr49X53HNP3LtVlcoX_M1wpY5zs2y5f89pfsjhlaPXdYgD0t9u1X1QXjWbMh12dw52zFw0&t=7c776dc1)
10:55:14	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:13%20GMT	http://www.livebroker.com.au/Opera/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Opera/index.html	(from http://www.livebroker.com.au/ScriptResource.axd?d=wNrmboylj47vhtAdrJzoFfsq50kp3SpUh1o7e4FpZeYyPz3515bBSpZ_AKMkr49X53HNP3LtVlcoX_M1wpY5zs2y5f89pfsjhlaPXdYgD0t9u1X1QXjWbMh12dw52zFw0&t=7c776dc1)
10:55:14	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:13%20GMT	http://www.livebroker.com.au/MicrosoftAjaxSerialization.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/MicrosoftAjaxSerialization.54.delayed	(from http://www.livebroker.com.au/ScriptResource.axd?d=9q0YR4AJJWZtucfMC0pLashWUIocJ2LLTWUAz3uGKTIlqSTIguLU-1Nn-FlqKd8LJQpB7MseRDcecuqWgUJiGJk2IHZpcXJYmRSy8UCPZyh_VBTOLjZ990Gdly2pVUkqGWu1Y6Qnlq_NWEyf4B7rtQ2&t=7c776dc1)
10:55:14	453144/453144	---M--	200	added ('OK')	image/png	etag:%2229f37fe45d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Banners/samanthapendry.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Banners/samanthapendry.png	(from http://www.livebroker.com.au/)
10:55:14	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:13%20GMT	http://www.livebroker.com.au/MicrosoftAjaxNetwork.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/MicrosoftAjaxNetwork.55.delayed	(from http://www.livebroker.com.au/ScriptResource.axd?d=9q0YR4AJJWZtucfMC0pLashWUIocJ2LLTWUAz3uGKTIlqSTIguLU-1Nn-FlqKd8LJQpB7MseRDcecuqWgUJiGJk2IHZpcXJYmRSy8UCPZyh_VBTOLjZ990Gdly2pVUkqGWu1Y6Qnlq_NWEyf4B7rtQ2&t=7c776dc1)
10:55:14	39234/39234	---M--	200	added ('OK')	image/png	etag:%22333331f5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Popups/investing-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Popups/investing-icon.png	(from http://www.livebroker.com.au/)
10:55:14	0/0	---MC-	200	added ('OK')	text/css	etag:%22template|057a1001-6e6a-467a-88a4-dfeff77b8452%22	http://www.livebroker.com.au/CMSPages/GetResource.ashx?_templates=23450	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSPages/LiveBrokerMasterTemplate8ef7	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:14	291/291	---MC-	200	added ('OK')	text/css	etag:%22transformation|717138d1-a1d6-45be-9ade-bef520c982a4%22	http://www.livebroker.com.au/CMSPages/GetResource.ashx?_transformations=4024	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSPages/CMS.BlogPost.Dynamic_NewsFeeda006.css	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:15	20357/20357	---M--	200	added ('OK')	application/javascript	etag:%226b8a71765c4d01:0%22	http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.js	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:15	4362/4362	---M--	200	added ('OK')	text/css	etag:%22f3588df27d75d01:0%22	http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:17	19397/19397	---M--	200	added ('OK')	image/png	etag:%22b8996695e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/previous-button.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/previous-button.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:18	19345/19345	---M--	200	added ('OK')	image/png	etag:%224659e625e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/next-button.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/next-button.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:20	26104/26104	---M--	200	added ('OK')	image/png	etag:%22f8e916ef5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/calculator-image3.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/calculator-image3.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:20	34013/34013	---M--	200	added ('OK')	image/png	etag:%22d2dc49ee5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/calculator-image1.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/calculator-image1.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:20	33903/33903	---M--	200	added ('OK')	image/png	etag:%22697966ee5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/calculator-image2.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/calculator-image2.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:27	78490/78490	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jun%202016%2000:55:27%20GMT	http://www.livebroker.com.au/Mortgage	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Mortgage.html	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:29	73669/73669	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Jun%202016%2000:55:28%20GMT	http://www.livebroker.com.au/expert-advice	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/expert-advice-2.html	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:30	26331/26331	---M--	200	added ('OK')	image/png	etag:%22423901b5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/usefulLink1-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/usefulLink1-icon.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:30	26387/26387	---M--	200	added ('OK')	image/png	etag:%226ca3cb1b5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/usefulLink2-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/usefulLink2-icon.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:31	494/494	---MC-	200	added ('OK')	text/css	date:Thu,%2002%20Jun%202016%2000:15:12%20GMT	http://www.livebroker.com.au/CMSPages/GetResource.ashx?_transformations=4020;4024	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSPages/components221f.css	(from http://www.livebroker.com.au/Expert-Advice)
10:55:34	30546/30546	---M--	200	added ('OK')	image/png	etag:%227bd6421c5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/usefulLink3-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/usefulLink3-icon.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:34	30069/30069	---M--	200	added ('OK')	image/png	etag:%225885911c5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/usefulLink4-icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/usefulLink4-icon.png	(from http://www.livebroker.com.au/Choose-and-Compare)
10:55:35	27111/27111	---M--	200	added ('OK')	image/png	etag:%225c83ff25d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/howDoesItWork-miniIcon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/howDoesItWork-miniIcon.png	(from http://www.livebroker.com.au/About-Us)
10:55:35	27407/27407	---M--	200	added ('OK')	image/png	etag:%224e4f7c65e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/ourDifference-miniIcon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/ourDifference-miniIcon.png	(from http://www.livebroker.com.au/About-Us)
10:55:38	27199/27199	---M--	200	added ('OK')	image/png	etag:%221457631d5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/whoWeAre-miniIcon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/whoWeAre-miniIcon.png	(from http://www.livebroker.com.au/About-Us)
10:55:39	27344/27344	---M--	200	added ('OK')	image/png	etag:%221735a125e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/meetTheTeam-miniIcon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/meetTheTeam-miniIcon.png	(from http://www.livebroker.com.au/About-Us)
10:55:40	30825/30825	---M--	200	added ('OK')	image/png	etag:%22b93de2f15d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/howDoesItWork-Icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/howDoesItWork-Icon.png	(from http://www.livebroker.com.au/About-Us)
10:55:42	26370/26370	---M--	200	added ('OK')	image/png	etag:%229f3938fa5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/list-bullet-1_1.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/list-bullet-1_1.png	(from http://www.livebroker.com.au/About-Us)
10:55:44	31270/31270	---M--	200	added ('OK')	image/png	etag:%22a1754845e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/ourDifference-Icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/ourDifference-Icon.png	(from http://www.livebroker.com.au/About-Us)
10:55:47	77114/77114	---M--	200	added ('OK')	image/jpeg	etag:%226d4218e35d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Banners/How-it-works.jpg	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Banners/How-it-works.jpg	(from http://www.livebroker.com.au/About-Us)
10:55:47	31475/31475	---M--	200	added ('OK')	image/png	etag:%22d526551d5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/whoWeAre-Icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/whoWeAre-Icon.png	(from http://www.livebroker.com.au/About-Us)
10:55:52	78214/78214	---M--	200	added ('OK')	image/jpeg	etag:%22aac5a81a5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/temporary-image-1.jpg	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/temporary-image-1.jpg	(from http://www.livebroker.com.au/About-Us)
10:55:53	31031/31031	---M--	200	added ('OK')	image/png	etag:%22b2dfec05e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/meetTheTeam-Icon.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/meetTheTeam-Icon.png	(from http://www.livebroker.com.au/About-Us)
10:55:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:52%20GMT	http://www.livebroker.com.au/Calculator/gecko/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Calculator/gecko/index.html	(from http://www.livebroker.com.au/Calculator/How-much-can-I-borrow)
10:55:53	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:53%20GMT	http://www.livebroker.com.au/Calculator/applewebkit/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Calculator/applewebkit/index.html	(from http://www.livebroker.com.au/Calculator/How-much-can-I-borrow)
10:55:54	103/103	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202016%2000:55:53%20GMT	http://www.livebroker.com.au/Calculator/mozilla/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/Calculator/mozilla/index.html	(from http://www.livebroker.com.au/Calculator/How-much-can-I-borrow)
10:55:55	84744/84744	---M--	200	added ('OK')	image/jpeg	etag:%2281a58e65d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Banners/who-we-are.jpg	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Banners/who-we-are.jpg	(from http://www.livebroker.com.au/About-Us)
10:55:56	80371/80371	---M--	200	added ('OK')	image/jpeg	etag:%222cc14ee35d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/Banners/meet-the-team.jpg	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/Banners/meet-the-team.jpg	(from http://www.livebroker.com.au/About-Us)
10:56:09	6510/6510	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2002%20Jun%202016%2000:56:09%20GMT	http://www.livebroker.com.au/CMSMessages/error.aspx?aspxerrorpath=/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http:/www.ecma-international.org/ecma-262/5.1/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSMessages/error.7342a6.delayed	(from http://www.livebroker.com.au/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http://www.ecma-international.org/ecma-262/5.1/)
10:56:14	26366/26366	---M--	200	added ('OK')	image/png	etag:%227ecf7ced5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/arrow-right-white.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/arrow-right-white.png	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:15	25753/25753	---M--	200	added ('OK')	image/png	etag:%22259724ed5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/arrow-down-white.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/arrow-down-white.png	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:15	26642/26642	---M--	200	added ('OK')	image/png	etag:%22f450b1ed5d46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/arrow-up-white.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/arrow-up-white.png	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:15	893/893	---M--	200	added ('OK')	application/javascript	etag:%221fa5e2dfe64bd01:0%22	http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_Feeder_files/script.js	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_Feeder_files/script.js	(from http://www.livebroker.com.au/Mortgage)
10:56:17	19436/19436	---M--	200	added ('OK')	image/png	etag:%2233313a1b5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/toggle-untick.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/toggle-untick.png	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:18	26875/26875	---M--	200	added ('OK')	image/png	etag:%223aa4301b5e46d01:0%22	http://www.livebroker.com.au/media/LiveBroker/General/toggle-tick.png	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/media/LiveBroker/General/toggle-tick.png	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:18	217890/217890	---M--	200	added ('OK')	image/jpeg	etag:%22b2bfcee1beb6cf1:0%22	https://authoring.livebroker.com.au/media/LiveBroker/General/body_background.jpg	C:/temp/websites/livebroker/LiveBroker/authoring.livebroker.com.au/media/LiveBroker/General/body_background.jpg	(from http://www.livebroker.com.au/CMSWebParts/Firstmac/Retail/CanstarLoanComparison_LiveBroker_files/CanstarLoanComparison.css)
10:56:18	0/-1	---M--	500	error ('')			http://www.livebroker.com.au/CMSMessages/error.aspx?aspxerrorpath=/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http:/www.ecma-international.org/ecma-262/5.1/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSMessages/error42a6.html	(from http://www.livebroker.com.au/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http://www.ecma-international.org/ecma-262/5.1/)
10:56:18	0/-1	---M--	500	error ('')			http://www.livebroker.com.au/CMSMessages/error.aspx?aspxerrorpath=/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http:/www.ecma-international.org/ecma-262/5.1/	C:/temp/websites/livebroker/LiveBroker/www.livebroker.com.au/CMSMessages/error42a6.html	(from http://www.livebroker.com.au/arguments.caller%20not%20defined.%20%20goog.base()%20expects%20not%20to%20be%20running%20in%20strict%20mode.%20See%20http://www.ecma-international.org/ecma-262/5.1/)
